ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Utilization activity,Metabolite (production)
,,,,,,,hydrogen sulfide
,,,,,,,indole
140348,15-S14-6,"DSM 102814, CGMCC 1.16020, KCCM 43197, NCAIM B.02633",1,1,Mesonia maritima,+,hydrogen sulfide
,,,,,,,indole
5617,,"DSM 19841, KCTC 12708, KMM 6059, LMG 23670",1,1,Mesonia mobilis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
166307,Z1-4,"KCTC 72512, CCTCC AB 2019101",1,1,Mesorhizobium alexandrii,+,acetoin
,,,,,,,hydrogen sulfide
130528,,"DSM 100023, ACCC 14549, HAMBI 3020, CCNWXJ 40-4",1,1,Mesorhizobium camelthorni,+,indole
11891,Pr5,"DSM 17287, CECT 5336, LMG 19008, CIP 107324",1,1,Mesorhizobium chacoense,+,indole
159849,6GN-30,"ACCC 60073, KCTC 62410",1,1,Mesorhizobium ephedrae,+,indole
130531,AC99b,"DSM 29666, HAMBI 3301, LMG 26968",1,1,Mesorhizobium hawassense,+,indole
140544,CSLC115,"CECT 9168, LMG 29734",1,1,Mesorhizobium helmanticense,+,hydrogen sulfide
,,,,,,,indole
11886,103,"DSM 6573, ATCC 51122, CCBAU 2609, IAM 14158, JCM 21036, HAMBI 1674, HAMBI 2035, IFO 15243, LMG 14107, NBRC 15243, OUT 30007, CIP 107328, ORS 1752T",1,1,Mesorhizobium huakuii,+,indole
11888,UPM-Ca 36,"DSM 11555, ATCC 51670, JCM 21565, HAMBI 2096, IAM 15104, LMG 17148, NBRC 102497, CIP 107327, LMG 14994, ORS 2739T",1,1,Mesorhizobium mediterraneum,+,indole
130530,,"DSM 100038, CGMCC 1.11022, HAMBI 3264, CCBAU 83963",1,1,Mesorhizobium muleiense,+,indole
140989,B7,"KCTC 42783, MCCC 1K02305",1,1,Aquibium oceanicum,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
169715,OM4,"DSM 109849, NCCB 100791",1,1,Mesorhizobium onobrychidis,+,indole
11892,,"DSM 21884, CIP 105884, JCM 21566, LMG 11892, NBRC 102498, ORS 1032, HAMBI 208, IAM 15105",1,1,Mesorhizobium plurifarium,+,indole
130532,,"DSM 29667, CCBAU 33460, CGMCC 1.12097, HAMBI 3277, LMG 26793",1,1,Mesorhizobium qingshengii,+,indole
174343,IRAMC:0171,"DSM 112841, CECT 30767",1,1,Mesorhizobium retamae,+,indole
166334,YM1C-6-2,"CGMCC 1.15487, DSM 101712",1,1,Mesorhizobium rhizophilum,+,indole
130527,,"DSM 100022, ACCC 14543, HAMBI 3082, CCNWYC 115",1,1,Mesorhizobium robiniae,+,indole
130533,SCAU7,"DSM 100039, ACCC 13218, HAMBI 3318",1,1,Mesorhizobium sangaii,+,indole
159737,,"CECT 9305, LMG 30060, BSA 136",1,1,Mesorhizobium sanjuanii,+,indole
133222,,"YIM M12096, CCTCC AB 2014219, KCTC 42205, JCM 30310",1,1,Mesorhizobium sediminum,+,indole
11895,,"DSM 21850, CCBAU 65327, HAMBI 3050, LMG 24762",1,1,Mesorhizobium shangrilense,+,indole
132148,AC39a,"DSM 29846, HAMBI 3295, LMG 26966",1,1,Mesorhizobium shonense,+,indole
130529,,"DSM 29845, CCBAU 01550, HAMBI 3029, LMG 24822",1,1,Mesorhizobium silamurunense,+,indole
24312,Ala-3,"DSM 28320, CECT 8040, LMG 26736",1,1,Mesorhizobium tamadayense,+,indole
164554,NIBRBAC000500504,"JCM 33432, KCTC 72278",1,1,Mesorhizobium terrae,+,indole
11890,SJT,"DSM 17097, LMG 22697, MTCC 7001, CIP 109173",1,1,Mesorhizobium thiogangeticum,+,indole
11889,"A-1BST, A-1BS","DSM 11417, HAMBI 1870, JCM 21567, CCBAU 3306, CIP 105502, IAM 15106, LMG 15767, LMG 16347, LMG 18976, NBRC 102499",1,1,Mesorhizobium tianshanense,+,indole
158441,4NBBH2,"DSM 106860, JCM 32464",1,1,Mesosutterella multiformis,+,indole
1232,"D-1,5a","DSM 16534, CCM 7228, CIP 108925",1,1,Metabacillus herbersteinensis,+,indole
1266,,"DSM 19097, CCUG 58726, JCM 13437, KCCM 90024, SMC 4352-2, ABB 0430, CIP 109494",1,1,Metabacillus idriensis,+,indole
1233,Sd/3,"DSM 15820, CIP 108689, LMG 22858, MTCC 4374, JCM 12168, KCTC 3968",1,1,Metabacillus indicus,+,acetoin
,,,,,,,indole
140408,S36,"DSM 104297, CGMCC 1.16030, KCTC 33864",1,1,Metabacillus iocasae,+,indole
1228,SW-211,"DSM 16303, KCTC 3898, CIP 108971",1,1,Metabacillus litoralis,+,indole
1243,4T19,"DSM 17723, CIP 109816, KACC 11279, JCM 16399",1,1,Metabacillus niabensis,+,indole
6950,M2,"DSM 19844, VKM B-2371",1,1,Methanobacterium arcticum,+,methane
17667,SANAE,"DSM 17711, JCM 13418, NBRC 101707",1,1,Methanocella paludicola,+,methane
17853,NOBi-1,"DSM 16494, JCM 12467, NBRC 102358., NBRC 102358",1,1,Methanolinea tarda,+,methane
24171,"ps, Pt1","DSM 26304, VKM B-2808",1,1,Methanospirillum stamsii,+,methane
133349,Z,"VKM B-3037, JCM 31401, CCUG 68999",1,1,Methylobacillus methanolivorans,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7236,F31,"DSM 16019, NCIMB 13994, VKM B-2247",1,1,Methylobacillus pratensis,+,indole
7176,GR16,"DSM 16371, CCM 7218, CECT 5998, CIP 108333",1,1,Methylobacterium aquaticum,+,indole
159850,PR1016A,"KACC 19662, JCM 32670",1,1,Methylobacterium currus,+,indole
166104,17SD2-17,"KCTC 52908, NBRC 112876",1,1,Methylobacterium durans,+,indole
158776,IER25-16,"KACC 19280, JCM 32048",1,1,Methylobacterium frigidaeris,+,dinitrogen
,,,,,,,indole
7175,GP34,"DSM 16372, CCM 7219, CECT 5997, CIP 108332",1,1,Methylobacterium hispanicum,+,indole
134213,S2R03-9,"KCTC 12671, LMG 23639",1,1,Methylobacterium jeotgali,+,methane
166276,TER-1,"BCRC 81157, LMG 30931, KCTC 62864",1,1,Methylobacterium oryzihabitans,+,indole
166308,,"CGMCC 1.17323, NBRC 114056, YIM 132548",1,1,Methylobacterium planeticum,+,hydrogen sulfide
164450,17J42-1,"JCM 33059, KCTC 62267",1,1,Methylobacterium segetis,+,indole
1658,BL2,"DSM 15510, NCIMB 13906, CIP 108128",1,1,Methylocella silvestris,+,indole
7240,B,"DSM 5898, CCUG 59685, VKM B-1607",1,1,Methylophilus glucosoxydans,+,indole
133517,CBMB127,"KACC 13099, NCCB 100233",1,1,Methylophilus rhizosphaerae,+,indole
23093,MUSA,"DSM 24986, CCUG 61696, VKM B-2646",1,1,Methylopila musalis,+,indole
130402,2395A,"DSM 29295, CCUG 63805, VKM B-2788",1,1,Methylopila oligotropha,+,indole
137677,DM 13,"CIP 104898, ATCC 51890, VKM B-2030",1,1,Ancylobacter multivorans,+,indole
7171,TH-15,"DSM 8832, ATCC 51358, JCM 8240, CCM 4612, CIP 105328, IFO 15686, LMG 21752, NBRC 15686, NCIMB 13343, VKM B-2145",1,1,Methylorubrum aminovorans,+,indole
141142,M48,"KEMB 224-262, JCM 30821",1,1,Paradevosia shaoguanensis,+,indole
134143,"IPODFERMP-19714, MYH",VKM B-2345,1,1,Methylothermus thermalis,+,methane
7412,V-73,"DSM 14217, CCM 4955, NRRL B-24228, JCM 12137, CIP 107636, IAM 15195, LMG 22184, NBRC 103071",1,1,Microbacterium aerolatum,+,indole
158383,,"DSM 104474, CGMCC 1.15794, KCTC 39990, SYSU D8007",1,1,Microbacterium album,+,hydrogen sulfide
,,,,,,,indole
7401,M-2,"DSM 8611, CCM 4370, CIP 103814, IFO 14344, NBRC 14344, NRRL B-24215, JCM 9171, ATCC 51926, IAM 15200, LMG 16469, VKM Ac-1943",1,1,Microbacterium arabinogalactanolyticum,+,indole
7370,,"DSM 20754, ATCC 4358, IFO 3750, NBRC 3750, NRRL B-24239, JCM 5884, CGMCC 1.1937, CIP 55.81, HAMBI 1892, IAM 1311, KCTC 3522, LMG 4009, NCDO 2276, NCIMB 8185, VKM Ac-1944",1,1,Microbacterium arborescens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7404,,"DSM 12506, ATCC 49090, IFO 15234, NBRC 15234, NCFB 2288, NRRL B-24217, JCM 9177, CIP 105730, IAM 15208, NCIMB 702288, VKM Ac-2075",1,1,Microbacterium aurantiacum,+,indole
133183,JF-6,"MTCC 11843, JCM 30060, KCTC 39828",1,1,Microbacterium aureliae,+,acetoin
,,,,,,,indole
7395,H-5,"DSM 8600, ATCC 51345, IFO 15204, NBRC 15204, NRRL B-24210, CCUG 43279, CCM 4522, CIP 103994, JCM 9179, IAM 15207, KACC 15219, VKM Ac-1950, VKM Ac-2076",1,1,Microbacterium aurum,+,indole
7363,7,"DSM 20145, ATCC 15954, CCM 1928, NCIB 9658, NRRL B-24231, CCUG 33090, LMG 16341, CIP 102692, IAM 12585, IFO 15036, JCM 1343, BCRC 11642, CGMCC 1.1902, HAMBI 1894, IMET 10688, IMSNU 10306, KCTC 3197, NBRC 15036, NCFB 2287, NCIMB 9658, VKM Ac-1020, VTT E-072706, NCDO 2287",1,1,Microbacterium barkeri,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
164317,NEAU-LLE,"JCM 32662, CCTCC AA 2018025",1,1,Microbacterium bovistercoris,+,hydrogen sulfide
,,,,,,,indole
7405,207,"DSM 12507, ATCC 7319, BUCSAV 207, IFO 3758, NBRC 3758, NCIMB 8181, NRRL B-24218, JCM 12412, CIP 105729, IAM 15199, VKM Ac-2078",1,1,Microbacterium chocolatum,+,indole
158586,,"CPCC 204619, KCTC 39991, SYSU D8014",1,1,Microbacterium deserti,+,indole
7396,M-73,"CCUG 38517, DSM 8607, ATCC 51344, IFO 14592, NBRC 14592, JCM 9180, CCM 4523, CIP 103993, IAM 15202, NCIMB 13387, NRRL B-23242, VKM Ac-1940, VKM Ac-2077",1,1,Microbacterium dextranolyticum,+,indole
132664,RZ63,"DSM 27101, CECT 8355",1,1,Microbacterium diaminobutyricum,+,indole
7399,,"DSM 8609, ATCC 8091, CCM 4371, IFO 3751, NBRC 3751, NRRL B-24213, JCM 9172, BCRC 15447, BUCSAV 326, CIP 103916, IAM 15198, LMG 4020, NCFB 2277, NCIMB 8186, VKM Ac-1942, VTT E-991287, NCDO 2277",1,1,Microbacterium esteraromaticum,+,indole
132660,,"DSM 27232, CGMCC 1.15152, KCTC 39554, YIM 101168",1,1,Microbacterium faecale,+,acetoin
,,,,,,,indole
7364,401,"CCUG 29000, DSM 20643, ATCC 13348, NCIB 9221, JCM 3877, BCRC 12361, CCTM 2716, CIP 102401, HAMBI 1871, HAMBI 1909, IAM 15203, IFO 15039, IMET 10367, JCM 11568, KCTC 3389, KCTC 3437, LMG 3028, NBIMCC 2370, NBRC 15039, NCIMB 9221, NRRL B-24238, VKM Ac-1415",1,1,Microbacterium flavescens,+,hydrogen sulfide
,,,,,,,indole
7410,"P 333/02, P333/02","DSM 12966, LMG 19580, NRRL B-24224, JCM 11569, CIP 107137, IAM 15188, KCTC 19915, NBRC 103072, NCIMB 14329",1,1,Microbacterium foliorum,+,indole
7381,,"DSM 15944, LMG 19263, NCIMB 30129, DPC 5286, JCM 12075, CCM 7309, CIP 107184, IAM 15193, LMG S-19263, NBRC 103073, NRRL B-24242",1,1,Microbacterium gubbeenense,+,indole
137368,No. 76,"CIP 108905, DSM 12508, JCM 12077, IFO 16062, NBRC 16062, VKM Ac-2080",1,1,Microbacterium halophilum,+,indole
158442,,"DSM 106431, CGMCC 1.16264, YJYP 303, KCTC 49100",1,1,Microbacterium halophytorum,+,hydrogen sulfide
7423,,"DSM 15855, CIP 108071, KCTC 19017, YIM 70130, JCM 13013, NRRL B-24569",1,1,Microbacterium halotolerans,+,indole
7406,,"DSM 12509, IFO 15708, NBRC 15708, NRRL B-24220, CCUG 52344 A, CIP 105731, JCM 12413, LCDC 84-209, CCUG 52344, IAM 15210, LMG 22182, VKM Ac-2081",1,1,Microbacterium hominis,+,indole
7419,BNP48,"DSM 16089, NCIMB 14002, JCM 14340, CIP 108713, IAM 15235, NBRC 103074",1,1,Microbacterium hydrocarbonoxydans,+,indole
7371,72,"DSM 20530, ATCC 8365, IAM 1654, NCIB 9888, NRRL B-24235, JCM 1378, BCRC 11226, CGMCC 1.1910, CIP 82.108, HAMBI 117, HAMBI 1891, IFO 12610, IMET 10714, KCTC 9229, NBRC 12610, NCCB 71040, NCFB 2269, NCIMB 9888, VKM Ac-1447, VKM B-1204",1,1,Microbacterium imperiale,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7434,BBH6,"DSM 19969, CIP 109607, IAM 15355, JCM 21800, LMG 23459",1,1,Microbacterium indicum,+,indole
7446,DC-200,"DSM 19600, CIP 110032, LMG 24557, JCM 17023",1,1,Microbacterium invictum,+,indole
7397,,"DSM 8606, ATCC 35057, CCM 4375, CIP 103815, IFO 13309, NBRC 13309, NRRL B-24211, CCUG 43280, JCM 9173, BCRC 11905, IAM 13165, KCTC 9918, LMG 16470, NCIMB 12401, VKM Ac-1958",1,1,Microbacterium keratanolyticum,+,acetoin
,,,,,,,dinitrogen
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,nitrite
7407,KN-2479,"DSM 12510, IFO 14548, NBRC 14548, NRRL B-24221, JCM 12078, CIP 105732, IAM 15201, VKM Ac-2082",1,1,Microbacterium terrae,+,indole
7411,C2,"DSM 13237, JCM 10270, NRRL B-24226, Kitami C2, CIP 106320, IAM 15189, IFO 16414, LMG 22055, NBRC 16414, NCIMB 13608",1,1,Microbacterium aurantiacum,+,exopolysaccharide
,,,,,,,indole
7428,JS53-2,"DSM 18332, CCUG 50754, CIP 108696, KCTC 19074, JCM 15305, NBRC 110803, NRRL B-24570",1,1,Microbacterium koreense,+,indole
7442,,"DSM 19265, KCTC 19269, MSL 04, JCM 16950",1,1,Microbacterium kribbense,+,hydrogen sulfide
7373,5,"DSM 20427, ATCC 8180, NCDO 747, NCIB 8540, NRRL B-24233, JCM 1379, BCRC 11036, CCM 1584, CCUG 28998, CCUG 50753, CGMCC 1.1911, CIP 69.3, HAMBI 2287, IAM 1640, IFO 14135, IMET 10712, IMSNU 21284, KCTC 1305, KCTC 1625, KCTC 9230, LMG 21671, LMG 4047, NBRC 14135, NCIMB 8540, VKM Ac-1145, VTT E-072707",1,1,Microbacterium lacticum,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7375,1,"DSM 20140, ATCC 15953, CCM 1929, NCIB 9659, NRRL B-24229, CCUG 53894, CIP 100934, JCM 9181, CECT 445, IAM 15186, IFO 14471, KCTC 9644, KCTC 9732, NBRC 14471, NCFB 2270, NCIMB 9659, VKM Ac-1138, VKM B-1215, IMET 10713, NCDO 2270",1,1,Microbacterium laevaniformans,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7380,Mbm 15,"DSM 20638, ATCC 43647, NCIB 11509, NRRL B-24237, CCUG 33091, JCM 3879, BCRC 14859, CGMCC 1.1934, CIP 102402, HAMBI 1895, IAM 15185, IFO 15037, IMSNU 21275, KCTC 9227, LMG 16342, NBRC 15037, NCIMB 11509, VKM Ac-1018",1,1,Microbacterium liquefaciens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7376,69,"DSM 20143, ATCC 51474, IFO 15074, NBRC 15074, NCIB 9568, NRRL B-24230, JCM 9174, CCM 4365, CCUG 43281, CIP 102086, IAM 15204, LMG 16207, NCIMB 9568, VTT E-97042",1,1,Microbacterium luteolum,+,indole
7436,YM11-607,"DSM 18904, CIP 109810, JCM 16546, MBIC 07778, NBRC 104188",1,1,Microbacterium marinilacus,+,indole
7409,"319, 572, MDB 319","DSM 12512, ATCC 19260, IFO 15779, NBRC 15779, NCIMB 1050, NRRL B-24223, JCM 11570, CECT 578, CIP 105733, IAM 15190, LMG 8374, NCIMB 559, NCMB 1050, NCMB 665, NCMB 689, VKM Ac-2079, VKM B-1170, VTT E-072693",1,1,Microbacterium maritypicum,+,indole
7425,TNJL143-2,"DSM 17277, ATCC BAA-1032, CIP 108753, JCM 12611",1,1,Microbacterium natoriense,+,indole
7420,,"DSM 16091, NCIMB 14003, BAS 69, JCM 14341, CIP 108712, IAM 15236, NBRC 103075",1,1,Microbacterium oleivorans,+,indole
7369,X98,"DSM 20578, CIP 6612, NCIB 9944, NRRL B-24236, CCUG 58056, JCM 12414, CIP 66.12, KCTC 3256, BCRC 12117, CGMCC 1.8870, IAM 15197, IFO 15586, NBRC 15586, NCIMB 9944, VKM Ac-2116, IFO (now NBRC) 15586, NCIB (now NCIMB) 9944",1,1,Microbacterium oxydans,+,indole
7414,CF36,"DSM 15019, CCUG 46601, CIP 108082, NRRL B-24275, JCM 12372, IAM 15196, IFM 10517, LMG 23172, NBRC 103076, VTT E-072721",1,1,Microbacterium paraoxydans,+,indole
7413,"P 369/106, P369/06","DSM 13468, LMG 19581, NRRL B-24227, JCM 11571, CIP 107138, IAM 15191, KCTC 19917, NBRC 103077, NCIMB 14330, VTT E-072687",1,1,Microbacterium phyllosphaerae,+,indole
7444,Shh49,"DSM 22239, CGMCC 1.6777, CIP 109927, JCM 14840",1,1,Microbacterium profundi,+,indole
7430,KV-488,"DSM 21018, CIP 109364, NBRC 101279, NRRL B-24452, JCM 14902",1,1,Microbacterium pumilum,+,indole
7402,,"DSM 11986, CCUG 38312, CCM 4912, CIP 107265, JCM 11686, DMMZ 1710, IAM 15192, IFM 10515, LMG 22202, NBRC 103078, NRRL B-24216",1,1,Microbacterium resistens,+,indole
7365,"48-1-4, 3126","DSM 20169, ATCC 19272, CCEB 366, CCUG 33092, JCM 1352, BCRC 12119, CCM 4972, CGMCC 1.1906, CIP 104420, HAMBI 1890, IAM 12547, IFO 15038, IMET 11076, KCTC 3469, LMG 16343, NBRC 15038, NCDO 2265, NCIMB 702265, NRRL B-14833, VKM Ac-1022, VKM Ac-1414, CNF 058",1,1,Microbacterium saperdae,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7377,"S 110, S110","DSM 20489, ATCC 51473, IFO 15075, NBRC 15075, NRRL B-24234, JCM 9175, CCM 4364, CCUG 43282, CIP 102087, IAM 15205, LMG 16153, VKM Ac-1946",1,1,Microbacterium schleiferi,+,indole
7435,YM10-847,"DSM 18905, CIP 109809, JCM 15577, MBIC 08264, MBIC 07778, DSM 18904",1,1,Microbacterium sediminicola,+,indole
133022,SZDIS-1-1,"DSM 103422, CGMCC 1.15228",1,1,Microbacterium sorbitolivorans,+,acetoin
,,,,,,,indole
166435,,"CGMCC 1.16261, KCTC 49101, YZYP 306",1,1,Microbacterium suaedae,+,hydrogen sulfide
,,,,,,,indole
7400,A-1,"DSM 8610, ATCC 51476, CCM 4374, CIP 103816, IFO 15300, NBRC 15300, NRRL B-24214, JCM 9176, IAM 15209, LMG 16471, VKM Ac-1945",1,1,Microbacterium terrae,+,indole
7366,88,"DSM 20449, ATCC 13345, CCM 2634, NCIB 8909, JCM 1342, BCRC 12362, CCUG 23845, CCUG 50755, CGMCC 1.1901, CIP 103038, HAMBI 1910, IAM 15187, IFO 12961, IMET 10504, KCTC 19034, KCTC 3391, LMG 17311, NBRC 12961, NCIMB 8909, NRRL B-1824, VKM Ac-2083",1,1,Microbacterium terregens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7367,Rp-3,"DSM 20166, ATCC 15829, CCM 2299, NRRL B-24232, CCUG 23849, LMG 16344, CIP 104324, IAM 1561, JCM 1353, BCRC 12120, CGMCC 1.1907, HAMBI 1889, IFO 12675, IMET 10361, KCTC 9103, KCTC 9228, NBRC 12675, NCFB 2302, NCIMB 11430, VKM Ac-1019, VKM B-1229",1,1,Microbacterium testaceum,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7398,114-2,"DSM 8608, ATCC 51475, CCM 4373, CIP 103817, IFO 15077, JCM 1358, NBRC 15077, NRRL B-24212, IAM 15206, LMG 16696, VKM Ac-1948",1,1,Microbacterium trichothecenolyticum,+,indole
140585,T7528-3-6b,"JCM 28836, NCIMB 15039",1,1,Microbacterium tumbae,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7424,XIL02,"DSM 16931, CECT 5976, LMG 20991, JCM 14282, CIP 108339, IAM 15295, NCAIM B.02300, NCIMB 14309",1,1,Microbacterium ulmi,+,indole
158468,,"DSM 103157, KCTC 39802, CFH S00084",1,1,Microbacterium ureisolvens,+,hydrogen sulfide
7426,S3-E,"DSM 16914, KCTC 19079, JCM 13591, CIP 108944, IAM 15299, LMG 23366, NCIMB 14334",1,1,Microbacterium xylanilyticum,+,indole
7462,G72,"DSM 23203, LMG 25521, JCM 18959",1,1,Microbacterium yannicii,+,hydrogen sulfide
133404,HSF11,"KCTC 52363, MCCC 1K03192",1,1,Microbaculum marinum,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
166360,Gxj-6,"CGMCC 4.7605, DSM 109712",1,1,Microbispora cellulosiformans,+,hydrogen sulfide
160812,NEAU-HEGS1-5,"DSM 104648, CCTCC AA 2019030",1,1,Microbispora fusca,+,hydrogen sulfide
16519,FYU M-20,"DSM 43839, ATCC 12950, CBS 189.57, CBS 307.61, IAM 0114, IFO 14044, IFO 3559, IMRU 3757, JCM 3006, KCC A-0006, NBRC 14044, NBRC 3559, NCIB 9560, RIA 477, RIA 763, BCRC 11622, CGMCC 4.1227, CGMCC 4.1339, CGMCC 4.5564, HUT 6622, IMET 9534, IMSNU 20075, KACC 20042, KCTC 9181, KCTC 9326, NCIMB 9560, NRRL B-2632, VKM Ac-634",1,1,Microbispora rosea subsp. rosea,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
133417,AM134,"KACC 18258, JCM 30400",1,1,Microbulbifer echini,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
464,,"DSM 6810, ATCC 10144, LMG 2182, NCIB 1141, CIP 108580, NCIMB 1141",1,1,Microbulbifer elongatus,+,acetoin
,,,,,,,dinitrogen
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,nitrite
164328,HB161719,"JCM 32688, CGMCC 1.13584",1,1,Microbulbifer harenosus,+,hydrogen sulfide
,,,,,,,indole
,,,,,,,melanin
465,IRE-31,"DSM 11525, ATCC 700072, IRE 31, CIP 105235",1,1,Microbulbifer hydrolyticus,+,indole
,,,,,,,polyhydroxybutyrate
133869,DD13,"KCTC 23483, JCM 17729",1,1,Microbulbifer mangrovi,+,hydrogen sulfide
130153,TF-17,"DSM 28870, CIP 108504, JCM 12187, KCCM 41774, BCRC 80067",1,1,Microbulbifer maritimus,+,indole
138535,SM-1,"CIP 107899, JCM 11542, KCCM 41586",1,1,Microbulbifer salipaludis,+,indole
7496,KSL-113,"DSM 19663, CIP 108920, KCTC 19126, JCM 15138, NBRC 106160",1,1,Microcella alkalica,+,indole
7493,Ac4r,"DSM 18851, CIP 108473, LMG 22690, KCTC 19624",1,1,Microcella alkaliphila,+,indole
7492,CV-2,"DSM 19627, CIP 108471, LMG 22692, KCTC 19625",1,1,Microcella putealis,+,indole
140349,TSL3,"DSM 29785, NCAIM B.02604",1,1,Micrococcoides hystricis,+,indole
7756,LW4,"DSM 19079, CGMCC 1.5361, JCM 14000, CCUG 56037, BCRC 80069, CCUG 54219, CIP 109517",1,1,Micrococcus flavus,+,indole
7673,,"CCUG 5858, ATCC 15307, DSM 20030, ATCC 4698, CCM 169, NCIB 9278, NCTC 2665, WDCM 00111, JCM 1464, BCRC 11034, BCRC 80739, CECT 5053, CECT 51, CECT 5863, CGMCC 1.2299, CIP A270, HAMBI 1399, HAMBI 26, HUT 8101, IAM 1056, IEM M15/65, IFO 3333, IMSNU 20332, IMSNU 20354, KACC 10488, KCTC 1056, KCTC 3063, LMG 4050, NBIMCC 1439, NBRC 3333, NCCB 78001, NCFB 947, NCIMB 10474, NCIMB 9278, NRIC 1094, NRRL B-287, PCM 525, VKM Ac-2230, VKM B-1314, VKM B-1813, VTT E-93442, NCDO 947, NRRL: B-287, CCUG 5898",1,1,Micrococcus luteus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7748,JL 178,"DSM 20315, ATCC 27566, CCM 2693, CCUG 33027, NCTC 11037, JCM 11572, BCRC 12151, CGMCC 1.2300, CIP 81.70, IAM 13002, IFO 15355, KCTC 3517, LMG 14218, NBRC 15355, NCAIM B.02054, NCIMB 14422, VKM Ac-2240, VKM B-1815",1,1,Micrococcus lylae,+,indole
132512,7515T-26,"DSM 27139, KACC 17306",1,1,Microlunatus aerolatus,+,indole
12612,AA-1042,"DSM 11053, IFO 16127, NBRC 16127, JCM 11651, IMSNU 22078, KACC 14501, KCTC 9822",1,1,Microlunatus antarcticus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
12613,"J47, Ben-108","DSM 12936, ACM 5120, JCM 13522, CCUG 43143, Ben 108, CIP 107259, KACC 14261",1,1,Microlunatus capsulatus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
132342,S3Af-1,"DSM 100019, CGMCC 4.7306, JCM 31774",1,1,Microlunatus endophyticus,+,hydrogen sulfide
12626,,"DSM 17942, CIP 109594, KCTC 13940, Gsoil 633, JCM 16929, JCM 15306",1,1,Microlunatus ginsengisoli,+,indole
132580,4Q3S-3,"DSM 100723, CGMCC 4.7307",1,1,Microlunatus kandeliicorticis,+,hydrogen sulfide
12614,"EL-17A, EL-17AT","DSM 11465, ATCC BAA-165, NCFB 3066, JCM 11951, CIP 106992, KACC 15021, NCIMB 703066",1,1,Microlunatus lacustris,+,indole
132612,,"DSM 29529, KCTC 29689, NBRC 110715, CPCC 203993",1,1,Microlunatus nigridraconis,+,hydrogen sulfide
12625,NM-1,"DSM 10555, JCM 9379, ATCC 700054, CIP 104466, FERM P-9771, HAMBI 2303, KCTC 9798, LMG 18116, NBRC 101784, NCIMB 13414, VKM Ac-1990",1,1,Microlunatus phosphovorus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
160441,,"DSM 103947, KCTC 39847, SYSU K12189",1,1,Microlunatus speluncae,+,hydrogen sulfide
12615,"J14, Ben-107","DSM 21308, ACM 5121, JCM 16540, Ben 107, CIP 107258, KACC 14247",1,1,Microlunatus spumicola,+,indole
7965,,"DSM 43813, ATCC 27029, CBS 129.76, IFO 16155, IMET 8216, INA 9442, JCM 10878, KCC A-0232, NBRC 16155, NRRL B-16091, BCRC 12538, CECT 3289, CGMCC 4.2103, CGMCC 4.5705, IFO 16125, MTCC 1047, NBRC 16125, VKM Ac-1936, IFO 14068, JCM 3232, VKM Ac-613, NBRC 14068",1,1,Micromonospora aurantiaca,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7983,TT1-11,"DSM 44815, JCM 12357, PCU 239, CGMCC 4.5704, CIP 108632, NBRC 101913, TISTR 1532",1,1,Micromonospora auratinigra,+,indole
7885,1464-217L,"DSM 43026, ATCC 12452, CBS 269.62, IAM 14285, IFO 13503, JCM 3031, KCC A-0031, NBRC 13503, BCRC 11623, CECT 3195, CGMCC 4.1050, CGMCC 4.2101, HUT 6588, IFM 1108, IFO 12135, IMET 8209, IMSNU 20083, KCTC 9070, MTCC 329, NBRC 12135, NCIMB 12879, NRRL B-2344, VKM Ac-822",1,1,Micromonospora chalcea,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7981,,"DSM 44151, ATCC 53710, JCM 9459, IFO 15963, IMSNU 22023, NBRC 15963",1,1,Micromonospora chersina,+,acetoin
,,,,,,,dynemicin
,,,,,,,hydrogen sulfide
