ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Enzyme activity,Enzyme
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
10809,,"DSM 44960, CIP 108996, OFN N12, JCM 15318, IFM 10920, NBRC 108252",1,1,Nocardia coubleae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,lipase (C 14)
,,,,,,+,naphthol-AS-BI-phosphohydrolase
10765,NB4H,"DSM 44597, ATCC 700418, JCM 10500, CCUG 46826, CIP 105895, IFM 10173, NBRC 100342",1,1,Nocardia crassostreae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,trypsin
,,,,,,+,tween esterase
10747,,"DSM 44484, CIP 107669, JCM 11763, NBRC 100375, CCUG 48295, IMMIB D-1627, IFM 10235",1,1,Nocardia cyriacigeorgica,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,valine arylamidase
132521,"Stamm 1, X1654","DSM 46814, CECT 8839",1,1,Nocardia donostiensis,+,acid phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
10795,,"DSM 44890, CCUG 50200, CIP 108553, IMMIB N-402, JCM 13394, JCM 13374, IFM 10589, NBRC 108235",1,1,Nocardia elegans,+,acid phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,leucine arylamidase
,,,,,,+,urease
10828,,"DSM 45666, CCTCC AA 2010004, KCTC 19777, KLBMP 1256",1,1,Nocardia endophytica,+,acid phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
10806,,"DSM 44883, IFM 0803, JCM 12667, NBRC 100660, CIP 109337",1,1,Nocardia exalbida,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10669,"GA 919 (N 164), M 258","DSM 43665, ATCC 3318, DSM 43257, DSM 43578, IMRU 3318, NCIB 12058, NCTC 11134, JCM 3088, BCRC 13380, BCRC 13722, CBS 318.60, CCUG 10109, CCUG 27778, CCUG 48656, CECT 3053, CECT 4069, CGMCC 4.1166, CGMCC 4.1829, CIP 104775, IFM 0028, IFM 0284, IFO 15532, IMET 7377, IMSNU 21224, KCTC 9958, NBRC 15532, NCIMB 12058, NRRL B-2089, PCM 2173",1,1,Nocardia farcinica,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
10733,10.268-1,"DSM 44480, CCRC 13725, IFO 14341, JCM 3332, KCC A-0332, NBRC 14341, NRRL B-16176, CCUG 46925, BCRC 13725, CGMCC 4.1175, CIP 104511, IFM 0851, IMSNU 21181, IMSNU 21192, KCTC 9371, NBRC 108225",1,1,Nocardia flavorosea,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,DNase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,trypsin
10751,S1,"DSM 44489, CIP 107226, JCM 11440, NBRC 100377, NCIMB 13759, CCUG 46120, CCUG 46296, IFM 10318",1,1,Nocardia fluminea,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
136777,,"CIP 104513, IFO 14340, JCM 10427, BCRC 13734, NBRC 14340, DSM 100631, IMSNU 21193",1,1,Nocardia fusca,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,trypsin
10830,A2012,"DSM 45516, KCTC 19986, NRRL B-24833, JCM 19958",1,1,Nocardia goodfellowii,+,gelatinase
,,,,,,+,urease
23157,GW5-5797,"DSM 45869, CCUG 60970, CIP 110294, JCM 19117, NBRC 108939",1,1,Nocardia grenadensis,+,acid phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10817,WS-26,"DSM 45095, KCCM 42317, NRRL B-24459, JCM 14548, NBRC 108248",1,1,Nocardia harenae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,pyrazinamidase
140373,,"DSM 46764, JCM 30085, CFH S0067",1,1,Nocardia heshunensis,+,catalase
,,,,,,+,urease
10778,,"DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133",1,1,Nocardia higoensis,+,acid phosphatase
,,,,,,+,alcohol dehydrogenase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
10764,,"DSM 44496, CIP 107670, JCM 11764, NRRL B-24141, CCUG 48296, IMMIB R-1434, CGMCC 4.1830, KCTC 19935, NBRC 108230",1,1,Nocardia ignorata,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10782,,"DSM 44667, JCM 11891, NBRC 100128, IFM 0092, CIP 108421",1,1,Nocardia inohanensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
10824,"BM123, UI122540","DSM 45197, JCM 18299, NRRL 5646, NRRL B-24671",1,1,Nocardia iowensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10808,"N 3-2, N3-2","DSM 44959, JCM 13281, NRRL B-24430, CIP 109185, IFM 10687, NBRC 103114, NCIMB 14343",1,1,Nocardia jejuensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10802,43401,"DSM 17684, AS 4.1905, CGMCC 4.1905, IFM 10633, JCM 12861, CIP 109010, NBRC 101359",1,1,Nocardia jiangxiensis,+,catalase
,,,,,,+,esterase lipase (C 8)
10815,"04-5195, 5195","DSM 45048, CGMCC 4.3508, JCM 14879, IFM 10864, NBRC 108249",1,1,Nocardia jinanensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
24241,N1286,"DSM 45810, NCTC 13617",1,1,Nocardia kroppenstedtii,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,cystine arylamidase
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,pyrazinamidase
,,,,,,+,pyrrolidonyl arylamidase
,,,,,,+,valine arylamidase
10792,"MB2876, MB 2876","DSM 44877, ATCC BAA-948, JCM 13032, IFM 10565, NBRC 101016, CIP 109279",1,1,Nocardia kruczakiae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10801,,"DSM 44933, CCTCC AA 204005, KCTC 19028, YIM 33378, JCM 13592, IFM 10680, NBRC 108240",1,1,Nocardia lijiangensis,+,acid phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,leucine arylamidase
164366,Y48,"JCM 32795, CGMCC 4.7494",1,1,Nocardia mangyaensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase Lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
156389,,CCUG 61503,1,1,Nocardia marmarensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
10722,,"DSM 44952, CIP 108295, JCM 14590, IFM 10801, NBRC 108244, OFN 785-81",1,1,Nocardia mexicana,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10826,"188-03, W8061","DSM 45174, JCM 15508, NBRC 108933",1,1,Nocardia mikamii,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,pyrrolidonyl arylamidase
,,,,,,+,valine arylamidase
10803,117,"DSM 17685, AS 4.1904, CGMCC 4.1904, IFM 10632, JCM 12860, CIP 109011, NBRC 108239",1,1,Nocardia miyunensis,+,acid phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
10774,"SBHROA6, SBH<SUB>R</SUB>OA6","DSM 44717, NCIMB 13955, JCM 12604, CIP 108429, IFM 10560, NBRC 108232",1,1,Nocardia neocaledoniensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,leucine arylamidase
10785,,"DSM 44670, JCM 11894, NBRC 100131, IFM 0330, CIP 108423",1,1,Nocardia niigatensis,+,acid phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,trypsin
,,,,,,+,urease
10810,,"DSM 44978, CIP 108955, OFN 02.72, JCM 14667, IFM 10816, NBRC 108245",1,1,Nocardia ninae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,alpha-mannosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,beta-glucuronidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
10827,W9241,"DSM 45340, CCUG 57756, JCM 19118, NBRC 108934, CIP 110302",1,1,Nocardia niwae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10742,"23095, 2338, R443(1), R443","DSM 44481, ATCC 33726, CCRC 13746, CIP 104777, IFM 0290, IFO 15556, JCM 6044, NBRC 15556, CCUG 45939, BCRC 13746, CECT 3056, CGMCC 4.1705, CGMCC 4.1879, IMSNU 21197, IMSNU 21201, KCTC 9959, VKM Ac-1971",1,1,Nocardia nova,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,lysine decarboxylase
,,,,,,+,ornithine decarboxylase
,,,,,,+,urease
10679,,"DSM 43242, ATCC 14629, NCTC 1934, CCUG 10075, JCM 3377, CBS 262.39, CCM 2779, CGMCC 4.1168, CIP 104514, IFM 0239, IFO 14405, IID 5214, IMSNU 21221, JCM 3393, KCTC 9960, NBRC 14405, NCIMB 12084, VKM Ac-869",1,1,Nocardia otitidiscaviarum,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
159507,,"DSM 105904, CCTCC AA 2017043, KCTC 49030, YIM PH21724",1,1,Nocardia panacis,+,catalase
,,,,,,+,urease
10728,,"DSM 44386, ATCC BAA-278, JCM 10919, NBRC 100373, CCUG 46117, IMMIB D-1632, CGMCC 4.1722, CIP 106798, IFM 10001",1,1,Nocardia paucivorans,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,tween esterase
133695,7031,"AS 4.1808, JCM 11884",1,1,Nocardia pigrifrangens,+,catalase
,,,,,,+,urease
10787,,"DSM 44730, IFM 0784, JCM 12119, NBRC 100136, CIP 108644",1,1,Nocardia pneumoniae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,arylsulfatase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gelatinase
10800,,"DSM 44932, CCTCC AA 204004, KCTC 19027, YIM 33361, CIP 108883",1,1,Nocardia polyresistens,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,leucine arylamidase
10726,,"DSM 44290, ATCC 51512, CCUG 35436, CIP 104600, JCM 9894, CGMCC 4.1880, IFM 0624, NBRC 108224",1,1,Nocardia pseudobrasiliensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,caseinase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gelatinase
10763,"AR 368,38366-20, Chas. Pfizer & Co. A","DSM 43406, CIP 107747, IMET 7501, IMRU 1072, JCM 11883, NRRL B-24154, BCRC 16378, NBRC 100343",1,1,Nocardia pseudovaccinii,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,leucine arylamidase
10767,,"DSM 44599, CCUG 48752, NRRL B-24204, IMMIB R-145, JCM 13031, CIP 108222, IFM 10564, NBRC 108233",1,1,Nocardia puris,+,acid phosphatase
,,,,,,+,alcohol dehydrogenase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,cystine arylamidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
140848,RY45-3,"JCM 19832, TISTR 2213, PCU 334",1,1,Nocardia rayongensis,+,acid phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase Lipase (C 8)
,,,,,,+,leucine arylamidase
10823,202GMO,"DSM 45147, JCM 18300, NRRL B-24637, NBRC 108938",1,1,Nocardia rhamnosiphila,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,lipase (C 14)
,,,,,,+,naphthol-AS-BI-phosphohydrolase
158323,,"DSM 101726, CGMCC 4.7329, KCTC 39693, KLBMP S0039",1,1,Nocardia rhizosphaerihabitans,+,catalase
,,,,,,+,urease
10749,W30,"DSM 44488, NBRC 100376, NCIMB 13760, JCM 11441, CCUG 46119, CCUG 46433, CIP 107223, IFM 10177",1,1,Nocardia salmonicida subsp. cummidelens,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,gelatinase
10752,"44691, R89","DSM 44490, CIP 107225, JCM 11439, NBRC 100378, NCIMB 13758, CCUG 46121, CCUG 46295, IFM 10176",1,1,Nocardia salmonicida subsp. cummidelens,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,leucine arylamidase
,,,,,,+,pyrrolidonyl arylamidase
10727,"A-7604, Rucker","DSM 40472, ATCC 27463, CBS 694.72, IFO 13393, ISP 5472, JCM 4826, NBRC 13393, NRRL B-2778, RIA 1354, BCRC 12441, CGMCC 4.1136, CGMCC 4.1502, CIP 104517, IFM 10710, IMSNU 21183, KCTC 9372, NRRL B-12385",1,1,Nocardia salmonicida subsp. salmonicida,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,urease
10725,NA 8191,"DSM 44129, ATCC 43993, CCUG 46828, CIP 104778, IFO 15557, JCM 3360, NBRC 15557, NCIMB 13256, VKM Ac-1967, BCRC 13745, IFM 0286, IMSNU 21188",1,1,Nocardia seriolae,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,lysine decarboxylase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
10777,,"DSM 44733, CIP 108598, IFM 10311, JCM 12122, NBRC 100134",1,1,Nocardia shimofusensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,pyrrolidonyl arylamidase
10791,,"DSM 44766, IFM 10088, JCM 12236, CIP 108510, NBRC 100364",1,1,Nocardia sienata,+,acid phosphatase
,,,,,,+,alcohol dehydrogenase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
10820,N2-11,"DSM 45078, JBRI 2006, KCTC 19223, JCM 14881, IFM 10868, NBRC 108251",1,1,Nocardia speluncae,+,catalase
10780,MS1-3,"DSM 44801, CIP 108681, NBRC 100417, JCM 13313, IFM 10572",1,1,Nocardia takedensis,+,alcohol dehydrogenase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,leucine arylamidase
,,,,,,+,urease
10773,"GW 39-1573, GW39-1573T","DSM 44704, CIP 107929, CCUG 49019, JCM 12693, IFM 10554, NBRC 101015",1,1,Nocardia tenerifensis,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,caseinase
,,,,,,+,catalase
,,,,,,+,cytochrome oxidase
,,,,,,+,gelatinase
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
10814,,"DSM 44935, DSM 44897, IFM 0706, JCM 13033, NBRC 100888, CIP 109636",1,1,Nocardia terpenica,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,leucine arylamidase
,,,,,,+,N-acetyl-beta-glucosaminidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,urease
10790,,"DSM 44765, IFM 0937, JCM 12235, CIP 108506, NBRC 100365",1,1,Nocardia testacea,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,pyrrolidonyl arylamidase
,,,,,,+,valine arylamidase
10794,,"DSM 44808, IFM 10145, JCM 12356, CIP 108722, NBRC 100428",1,1,Nocardia thailandica,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,gamma-glutamyltransferase
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
10831,A2019,"DSM 45517, KCTC 19985, NRRL B-24834",1,1,Nocardia thraciensis,+,gelatinase
,,,,,,+,urease
10717,"3426, 16, strain 16","DSM 43405, ATCC 6865, DSM 43582, IFO 15921, IMRU 3426, NBRC 15921, NCTC 2392, CCUG 45937, CIP 104841, JCM 9099, CCM 2776, CCUG 4.1169, IFM 0333, IMET 7500, NRRL B-16037, VKM Ac-867",1,1,Nocardia transvalensis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
10719,A-0224,"DSM 43136, CBS 224.60, CCRC 13368, CIP 104824, IFO 13702, JCM 3224, KCC A-0224, LBG A 3004, NBRC 13702, NCIB 963, ETH 26650, BCRC 13368, CGMCC 4.1137, CIP 106796, IFM 0856, IMSNU 21186, LBG A-3004",1,1,Nocardia uniformis,+,acid phosphatase
,,,,,,+,alkaline phosphatase
,,,,,,+,alpha-glucosidase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,lysine decarboxylase
10721,"BG 19, Schering 245, BG19, 245","DSM 43285, ATCC 11092, CBS 247.55, CCM 2757, IFO 15922, IMET 7503, IMRU 3500, JCM 3395, NBRC 15922, CCUG 46116, BCRC 13695, CIP 104899, ICMP 15782, ICMP 5814, IMSNU 21184, NCPPB 954, NRRL WC-3500, VKM Ac-1336, VKM Ac-856, CCRC 13695",1,1,Nocardia vaccinii,+,beta-galactosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
10793,,"DSM 44807, IFM 0391, JCM 12354, CIP 108721, NBRC 100427",1,1,Nocardia vermiculata,+,acid phosphatase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase (C 4)
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
10760,M157222,"DSM 44445, CIP 107095, KCTC 19902, NRRL B-24136, CCUG 46118, JCM 11307, IFM 10086, NBRC 100344",1,1,Nocardia veterana,+,acid phosphatase
,,,,,,+,arginine dihydrolase
,,,,,,+,beta-galactosidase
,,,,,,+,beta-glucosidase
,,,,,,+,catalase
,,,,,,+,esterase lipase (C 8)
,,,,,,+,leucine arylamidase
,,,,,,+,lysine decarboxylase
,,,,,,+,naphthol-AS-BI-phosphohydrolase
,,,,,,+,ornithine decarboxylase
