"name","eq","way","ec","ko","rn","symbol","map","md"
"glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2], glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]","Glycine + Tetrahydrofolate + NAD+ <=> 5,10-Methylenetetrahydrofolate + Ammonia + CO2 + NADH + H+","Bidirectional","1.4.1.27","K00282, K00283","R01221","gcvPA, gcvPB","map00630","M00621"
"glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]","Glycine + Tetrahydrofolate + NAD+ <=> 5,10-Methylenetetrahydrofolate + Ammonia + CO2 + NADH + H+","Bidirectional","1.4.1.27","K00605","R01221","gcvT","map00630","M00621"
"glycine hydroxymethyltransferase [EC:2.1.2.1]","5,10-Methylenetetrahydrofolate + Glycine + H2O <=> Tetrahydrofolate + L-Serine","Bidirectional","2.1.2.1","K00600","R00945","glyA","map00630, map00680","M00532, M00346"
"glycine hydroxymethyltransferase [EC:2.1.2.1]","L-Serine + 5,6,7,8-Tetrahydromethanopterin <=> 5,10-Methylenetetrahydromethanopterin + Glycine + H2O","Bidirectional","2.1.2.1","K00600","R09099","glyA","map00680","M00346"
"glycine---oxaloacetate transaminase [EC:2.6.1.35]","Glycine + Oxaloacetate <=> Glyoxylate + L-Aspartate","Bidirectional","2.6.1.35","K28179","R00373","bhcA","map00630",NA
"glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]","Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate","Bidirectional","2.4.1.1","K01196","R02111","AGL","map00500","M00855"
"glycogen debranching enzyme [EC:3.2.1.196]","Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate","Bidirectional","2.4.1.1","K02438","R02111","glgX","map00500","M00855"
"glycogen phosphorylase [EC:2.4.1.1]","Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate","Bidirectional","2.4.1.1","K00688","R02111","PYG","map00500","M00855"
"glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]","Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate","Bidirectional","2.4.1.1","K16153","R02111","K16153","map00500","M00854, M00855"
"glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]","UDP-glucose + Amylose <=> UDP + Amylose","Bidirectional","2.4.1.11, 2.4.1.242","K16153","R00292","K16153","map00500","M00854, M00855"
"glycogen synthase [EC:2.4.1.11]","UDP-glucose + Amylose <=> UDP + Amylose","Bidirectional","2.4.1.11, 2.4.1.242","K16150","R00292","K16150","map00500","M00854"
"glycogen synthase [EC:2.4.1.11], glycogenin [EC:2.4.1.186]","UDP-glucose + Amylose <=> UDP + Amylose","Bidirectional","2.4.1.11, 2.4.1.242","K00693, K00750","R00292","GYS, GYG1","map00500","M00854"
"glycogen synthase [EC:2.4.1.242]","ADP-glucose + Amylose <=> ADP + Amylose","Bidirectional","2.4.1.21, 2.4.1.242","K20812","R02421","glgA","map00500","M00854"
"glycogen synthase [EC:2.4.1.242]","UDP-glucose + Amylose <=> UDP + Amylose","Bidirectional","2.4.1.11, 2.4.1.242","K20812","R00292","glgA","map00500","M00854"
"glycolaldehyde reductase [EC:1.1.1.-]","Ethylene glycol + NAD+ <=> Glycolaldehyde + NADH + H+","Bidirectional","1.1.1.77","K26209","R01781","K26209","map00630",NA
"glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14], glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14], glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]","Glycolate + Oxygen <=> Glyoxylate + Hydrogen peroxide","Bidirectional","1.1.3.15","K00104, K11472, K11473","R00475","glcD, glcE, glcF","map00630",NA
"glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14], glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14], glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]","Glycolate + Quinone <=> Glyoxylate + Hydroquinone","Bidirectional","1.1.99.14.A","K00104, K11472, K11473","R1.1.99.14.A","glcD, glcE, glcF","map00630",NA
"glyoxylate aminotransferase [EC:2.6.1.-]","Glycine + 2-Oxoglutarate <=> Glyoxylate + L-Glutamate","Bidirectional","2.6.1.4, 2.6.1.44","K28204","R00372","K28204","map00630",NA
"glyoxylate aminotransferase [EC:2.6.1.-]","L-Alanine + Glyoxylate <=> Pyruvate + Glycine","Bidirectional","2.6.1.44","K28204","R00369","K28204","map00630",NA
"glyoxylate reductase [EC:1.1.1.26]","D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+","Bidirectional","1.1.1.26, 1.1.1.29, 1.1.1.81","K00015","R01388","gyaR","map00630, map00680",NA
"glyoxylate reductase [EC:1.1.1.26]","Glycolate + NAD+ <=> Glyoxylate + NADH + H+","Bidirectional","1.1.1.26, 1.1.1.29","K00015","R00717","gyaR","map00630",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+","Bidirectional","1.1.1.78, 1.1.1.79","K00049","R02527","GRHPR","map00620",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+","Bidirectional","1.1.1.78, 1.1.1.79","K12972","R02527","ghrA","map00620",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+","Bidirectional","1.1.1.26, 1.1.1.29, 1.1.1.81","K00049","R01388","GRHPR","map00630, map00680",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+","Bidirectional","1.1.1.26, 1.1.1.29, 1.1.1.81","K12972","R01388","ghrA","map00630, map00680",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+","Bidirectional","1.1.1.26, 1.1.1.29, 1.1.1.81","K15919","R01388","HPR2_3","map00630, map00680",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","D-Glycerate + NADP+ <=> Hydroxypyruvate + NADPH + H+","Bidirectional","1.1.1.79, 1.1.1.81","K00049","R01392","GRHPR","map00630",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","D-Glycerate + NADP+ <=> Hydroxypyruvate + NADPH + H+","Bidirectional","1.1.1.79, 1.1.1.81","K12972","R01392","ghrA","map00630",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","D-Glycerate + NADP+ <=> Hydroxypyruvate + NADPH + H+","Bidirectional","1.1.1.79, 1.1.1.81","K15919","R01392","HPR2_3","map00630","M00532"
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","Glycolate + NADP+ <=> Glyoxylate + NADPH + H+","Bidirectional","1.1.1.79","K00049","R00465","GRHPR","map00630",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","Glycolate + NADP+ <=> Glyoxylate + NADPH + H+","Bidirectional","1.1.1.79","K12972","R00465","ghrA","map00630",NA
"glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","Glycolate + NADP+ <=> Glyoxylate + NADPH + H+","Bidirectional","1.1.1.79","K15919","R00465","HPR2_3","map00630","M00532"
"glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]","D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+","Bidirectional","1.1.1.215","K00090","R01739","ghrB","map00030",NA
"glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]","D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+","Bidirectional","1.1.1.26, 1.1.1.29, 1.1.1.81","K00090","R01388","ghrB","map00630, map00680",NA
"glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]","D-Glycerate + NADP+ <=> Hydroxypyruvate + NADPH + H+","Bidirectional","1.1.1.79, 1.1.1.81","K00090","R01392","ghrB","map00630",NA
"glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]","Glycolate + NADP+ <=> Glyoxylate + NADPH + H+","Bidirectional","1.1.1.79","K00090","R00465","ghrB","map00630",NA
"glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]","4-Hydroxybutanoic acid + NADP+ <=> Succinate semialdehyde + H+ + NADPH","Bidirectional",NA,"K18121","R09281","GLYR","map00650, map00720",NA
"glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]","D-Glycerate + NADP+ <=> Hydroxypyruvate + NADPH + H+","Bidirectional","1.1.1.79, 1.1.1.81","K18121","R01392","GLYR","map00630",NA
"glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]","Glycolate + NADP+ <=> Glyoxylate + NADPH + H+","Bidirectional","1.1.1.79","K18121","R00465","GLYR","map00630",NA
"granule-bound starch synthase [EC:2.4.1.242]","ADP-glucose + Amylose <=> ADP + Amylose","Bidirectional","2.4.1.21, 2.4.1.242","K13679","R02421","WAXY","map00500","M00854"
"granule-bound starch synthase [EC:2.4.1.242]","UDP-glucose + Amylose <=> UDP + Amylose","Bidirectional","2.4.1.11, 2.4.1.242","K13679","R00292","WAXY","map00500","M00854"
"heme o synthase [EC:2.5.1.141], cytochrome c oxidase subunit 3, cytochrome c oxidase subunit 1 [EC:7.1.1.9], cytochrome c oxidase subunit 2, cytochrome c oxidase subunit 4, cytochrome c oxidase subunit 5a, cytochrome c oxidase subunit 5b, cytochrome c oxidase subunit 6a, cytochrome c oxidase subunit 6b, cytochrome c oxidase subunit 6c, cytochrome c oxidase subunit 7a, cytochrome c oxidase subunit 7c, cytochrome c oxidase assembly protein subunit 11, heme a synthase [EC:1.17.99.9], cytochrome c oxidase assembly protein subunit 17","Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O* + 4 H+","Bidirectional","7.1.1.9","K02257, K02262, K02256, K02261, K02263, K02264, K02265, K02266, K02267, K02268, K02270, K02272, K02258, K02259, K02260","R00081","COX10, COX3, COX1, COX2, COX4, COX5A, COX5B, COX6A, COX6B, COX6C, COX7A, COX7C, COX11, COX15, COX17","map00190","M00154"
"heterodisulfide reductase subunit A1 [EC:1.8.7.3], heterodisulfide reductase subunit B1 [EC:1.8.7.3], heterodisulfide reductase subunit C1 [EC:1.8.7.3]","Coenzyme B + Coenzyme M + 2 Oxidized ferredoxin <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Reduced ferredoxin + 2 H+","Bidirectional","1.8.7.3","K22480, K22481, K22482","R11931","hdrA1, hdrB1, hdrC1","map00680","M00356, M00357, M00563, M00567"
"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]","Coenzyme B + Coenzyme M + 2 Coenzyme F420 + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Reduced coenzyme F420 + 2 Oxidized ferredoxin","Bidirectional","1.8.98.4","K03388, K03389, K03390","R11928","hdrA2, hdrB2, hdrC2","map00680","M00356, M00357, M00563, M00567"
"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]","Coenzyme B + Coenzyme M + 2 Oxidized ferredoxin <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Reduced ferredoxin + 2 H+","Bidirectional","1.8.7.3","K03388, K03389, K03390","R11931","hdrA2, hdrB2, hdrC2","map00680","M00356, M00357, M00563, M00567"
"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]","Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 CO2 + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Formate","Bidirectional","1.8.98.6","K03388, K03389, K03390","R11944","hdrA2, hdrB2, hdrC2","map00680","M00356, M00357, M00563, M00567"
"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]","Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Hydrogen","Bidirectional","1.8.98.5","K03388, K03389, K03390","R11943","hdrA2, hdrB2, hdrC2","map00680","M00356, M00357, M00563, M00567"
"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6], F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5], F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]","Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Hydrogen","Bidirectional","1.8.98.5","K03388, K03389, K03390, K14127, K14126, K14128","R11943","hdrA2, hdrB2, hdrC2, mvhD, mvhA, mvhG","map00680","M00356, M00357, M00563, M00567"
"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6], formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6], formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]","Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 CO2 + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Formate","Bidirectional","1.8.98.6","K03388, K03389, K03390, K14127, K22516, K00125","R11944","hdrA2, hdrB2, hdrC2, mvhD, fdhA, fdhB","map00680","M00356, M00357, M00563, M00567"
"heterodisulfide reductase subunit D [EC:1.8.98.1], heterodisulfide reductase subunit E [EC:1.8.98.1]","Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + Dihydromethanophenazine <=> Coenzyme B + Coenzyme M + Methanophenazine","Bidirectional","1.8.98.1","K08264, K08265","R04540","hdrD, hdrE","map00680","M00356, M00357, M00563, M00567"
"hexokinase [EC:2.7.1.1]","ATP + D-Fructose <=> ADP + D-Fructose 6-phosphate","Bidirectional","2.7.1.1, 2.7.1.4","K00844","R00760","HK","map00051, map00500",NA
"hexokinase [EC:2.7.1.1]","ATP + D-Glucose <=> ADP + D-Glucose 6-phosphate","Bidirectional","2.7.1.1, 2.7.1.2","K00844","R00299","HK","map00500",NA
"hexokinase [EC:2.7.1.1]","ATP + D-Mannose <=> ADP + D-Mannose 6-phosphate","Bidirectional","2.7.1.1, 2.7.1.7","K00844","R01326","HK","map00051",NA
"hexokinase [EC:2.7.1.1]","ATP + alpha-D-Glucose <=> ADP + alpha-D-Glucose 6-phosphate","Bidirectional","2.7.1.1, 2.7.1.2","K00844","R01786","HK","map00010, map00052",NA
"hexokinase [EC:2.7.1.1]","ATP + beta-D-Glucose <=> ADP + beta-D-Glucose 6-phosphate","Bidirectional","2.7.1.1, 2.7.1.2","K00844","R01600","HK","map00010","M00001"
"hexose oxidase [EC:1.1.3.5]","beta-D-Glucose + Oxygen <=> D-Glucono-1,5-lactone + Hydrogen peroxide","Bidirectional","1.1.3.4, 1.1.3.5","K21840","R01522","HOX","map00030",NA
"hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]","D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate","Bidirectional","3.1.1.31","K13937","R02035","H6PD","map00030","M00004, M00006"
"hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]","beta-D-Glucose 6-phosphate + NADP+ <=> D-Glucono-1,5-lactone 6-phosphate + NADPH + H+","Bidirectional","1.1.1.49, 1.1.1.363","K13937","R02736","H6PD","map00030","M00004, M00006"
"homocitrate synthase NifV [EC:2.3.3.14]","Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA","Bidirectional","2.3.3.14","K02594","R00271","nifV","map00620",NA
"homocitrate synthase [EC:2.3.3.14]","Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA","Bidirectional","2.3.3.14","K01655","R00271","LYS21","map00620",NA
"homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]","Succinyl-CoA + L-Homoserine <=> CoA + O-Succinyl-L-homoserine","Bidirectional","2.3.1.46","K00641","R01777","metX","map00920",NA
"homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]","Succinyl-CoA + L-Homoserine <=> CoA + O-Succinyl-L-homoserine","Bidirectional","2.3.1.46","K00651","R01777","metA","map00920",NA
"hydrazine dehydrogenase [EC:1.7.2.8]","Hydrazine + 4 Ferricytochrome c <=> Nitrogen + 4 Ferrocytochrome c","Bidirectional","1.7.2.8","K20935","R07174","hdh","map00910","M00973"
"hydrazine synthase subunit [EC:1.7.2.7]","Nitric oxide + Ammonia + 3 Ferrocytochrome c <=> Hydrazine + H2O + 3 Ferricytochrome c","Bidirectional","1.7.2.7","K20932, K20933, K20934","R09799","K20932, K20933, K20934","map00910","M00973"
"hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]","Quinone + Hydrogen <=> Hydroquinone","Bidirectional","1.12.99.6.B","K06281, K06282","R1.12.99.6.B","hyaB, hyaA","NA",NA
"hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]","Ubiquinone + Hydrogen <=> Ubiquinol","Bidirectional","1.12.99.6.A","K06281, K06282","R1.12.99.6.A","hyaB, hyaA","NA",NA
"hydroxyacylglutathione hydrolase [EC:3.1.2.6]","(R)-S-Lactoylglutathione + H2O <=> Glutathione + (R)-Lactate","Bidirectional","3.1.2.6","K01069","R01736","gloB","map00620",NA
"hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]","(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate + H2O <=> 2 (R)-3-Hydroxybutanoate","Bidirectional","3.1.1.22","K07518","R00048","E3.1.1.22","map00650",NA
"hydroxylamine dehydrogenase [EC:1.7.2.6]","Hydroxylamine + H2O + 4 Ferricytochrome c <=> Nitrite + 4 Ferrocytochrome c + 5 H+","Bidirectional","1.7.2.6","K10535","R10164","hao","map00910","M00528, M00804"
"hydroxylamine reductase [EC:1.7.99.1]","Ammonia + NAD+ + H2O <=> Hydroxylamine + NADH + H+","Bidirectional","1.7.1.10, 1.7.99.1","K05601","R00143","hcp","map00910",NA
"hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]","(S)-3-Hydroxy-3-methylglutaryl-CoA <=> Acetyl-CoA + Acetoacetate","Bidirectional","4.1.3.4","K01640","R01360","HMGCL","map00650","M00088"
"hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]","(S)-3-Hydroxy-3-methylglutaryl-CoA + CoA <=> Acetyl-CoA + H2O + Acetoacetyl-CoA","Bidirectional","2.3.3.10","K01641","R01978","HMGCS","map00650","M00088"
"hydroxypyruvate isomerase [EC:5.3.1.22]","Hydroxypyruvate <=> 2-Hydroxy-3-oxopropanoate","Bidirectional","5.3.1.22","K01816","R01394","hyi","map00630",NA
"hydroxypyruvate reductase [EC:1.1.1.81]","D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+","Bidirectional","1.1.1.26, 1.1.1.29, 1.1.1.81","K22982","R01388","K22982","map00630, map00680",NA
"hydroxypyruvate reductase [EC:1.1.1.81]","D-Glycerate + NADP+ <=> Hydroxypyruvate + NADPH + H+","Bidirectional","1.1.1.79, 1.1.1.81","K22982","R01392","K22982","map00630",NA
"iminosuccinate reductase [EC:1.4.1.-]","L-Aspartate + NAD+ <=> Iminoaspartate + NADH + H+","Bidirectional","1.4.1.21","K28178","R07410","bhcD","map00630",NA
"inositol 3-alpha-galactosyltransferase [EC:2.4.1.123]","UDP-alpha-D-galactose + myo-Inositol <=> UDP + alpha-D-Galactosyl-(1->3)-1D-myo-inositol","Bidirectional","2.4.1.123","K18819","R01192","GOLS","map00052",NA
"inositol oxygenase [EC:1.13.99.1]","myo-Inositol + Oxygen <=> D-Glucuronate + H2O","Bidirectional","1.13.99.1","K00469","R01184","MIOX","map00053","M00994"
"inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]","beta-L-Galactose 1-phosphate + H2O <=> L-Galactose + Orthophosphate","Bidirectional","3.1.3.93","K18649","R07674","IMPL2","map00053",NA
"inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]","beta-L-Galactose 1-phosphate + H2O <=> L-Galactose + Orthophosphate","Bidirectional","3.1.3.93","K10047","R07674","VTC4","map00053","M00114"
"inulosucrase [EC:2.4.1.9]","Sucrose + (2,1-beta-D-Fructosyl)n <=> D-Glucose + (2,1-beta-D-Fructosyl)n","Bidirectional","2.4.1.9","K20811","R04194","inuJ","map00500",NA
"iron-hydrogenase subunit alpha [EC:1.12.1.4], iron-hydrogenase subunit beta [EC:1.12.1.4], iron-hydrogenase subunit gamma [EC:1.12.1.4]","2 Hydrogen + NAD+ + 2 Oxidized ferredoxin <=> 5 H+ + NADH + 2 Reduced ferredoxin","Bidirectional","1.12.1.4","K17997, K17998, K17999","R09508","hydA, hydB, hydC","NA",NA
"isoamylase [EC:3.2.1.68]","Starch + n H2O <=> (n+1) Maltodextrin","Bidirectional","3.2.1.68","K01214","R11261","ISA","map00500","M00565"
"isobutyryl-CoA mutase [EC:5.4.99.13]","(R)-Methylmalonyl-CoA <=> Succinyl-CoA","Bidirectional","5.4.99.2","K11942","R00833","icmF","NA",NA
"isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]","Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+","Bidirectional","1.1.1.41, 1.1.1.286","K00030","R00709","IDH3","map00020","M00009, M00010"
"isocitrate dehydrogenase [EC:1.1.1.42]","Isocitrate + NADP+ <=> 2-Oxoglutarate + CO2 + NADPH + H+","Bidirectional","1.1.1.42","K00031","R00267","IDH1","map00720","M00173"
"isocitrate dehydrogenase [EC:1.1.1.42]","Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+","Bidirectional","1.1.1.42","K00031","R01899","IDH1","map00020","M00009, M00010, M00740"
"isocitrate dehydrogenase [EC:1.1.1.42]","Oxalosuccinate <=> 2-Oxoglutarate + CO2","Bidirectional","1.1.1.42","K00031","R00268","IDH1","map00020","M00009, M00010, M00740"
"isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]","Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+","Bidirectional","1.1.1.41, 1.1.1.286","K17753","R00709","HICDH","map00020",NA
"isocitrate/methylisocitrate lyase [EC:4.1.3.1 4.1.3.30]","(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> Pyruvate + Succinate","Bidirectional","4.1.3.30","K01637","R00409","ICL","map00640","M00982"
"isocitrate/methylisocitrate lyase [EC:4.1.3.1 4.1.3.30]","Isocitrate <=> Succinate + Glyoxylate","Bidirectional","4.1.3.1","K01637","R00479","ICL","map00630","M00012"
